ticket_id,rsltn_type,rsltn_status,rsltn_date,rsltn_byuser,rsltn_servicedate,rsltn_servicennumber,rsltn_eta,rsltn_etd,rsltn_inspection,rsltn_actiontaken,rsltn_actionmethod,current_nex,rsltn_planning,rsltn_remark
1003-53(L),,,2010-12-03 17:56:14,NIK,,,,,,Call Yusuf. Ask him to be on site to standby tomorrow. Ok.,,Next Action Plan :,,
1003-53(L),,,2010-12-03 17:46:49,NIK,,,,,,Call user spoke with mdm Kim. Nabil alreday informed to her that problem still occur. Still have a lot of application to be print. So Nabil dont have time to check the printer. Mdm Kim ask to sent engineer to standby at site tomorrow. But she not sure process room A opened or not tomorrow. Need to check with IO that incharge tomorrow.,,Next Action Plan :,,
1003-53(L),,,2010-12-03 17:17:42,NIK,,,,,,Call user spoke with nabil. He still doing it. He ask to call back later.,,Next Action Plan :,,
1003-53(L),,,2010-12-03 17:00:01,NIK,,,,,,Call user spoke with Mdm Kim. He pass phone to Nabil. Nabil explained that book stuck between CCD and printer. today 7 passport happened like that book alreday encode. Ask nabil to clean inside CCD and do allignment. Nabil will do first. He ask to call back later.,,Next Action Plan :,,
1003-52(L),,,2010-12-03 16:44:11,NIK,,,,,,Call Dian. Ask her to cetak semula but she said she want to go back already. She will do on monday.,,Next Action Plan :,,
1003-52(L),,,2010-12-03 16:33:29,NIK,,,,,,"As informed by Suzie, no problem occur like this before. RTE8000 just problem sometime to read 0 - O. Suzie advise to cetak semula.",,Next Action Plan :,,
1003-52(L),,,2010-12-03 16:32:59,NIK,,,,,,Call User spoke with Dian. She informed that one passport failed to read MRZ. passport for user name DAMIS JUNIOR 111 but MRZ read DAMIS JUNIOR XXX. I will check fisrt and will call user back.,,Next Action Plan :,,
1003-49(L),,,2010-12-03 17:31:30,NIK,,,,,,Call ADUKOM. Log close with Hayati.,,Next Action Plan :,,
1003-51(L),,,2010-12-03 17:34:58,NIK,,,,,,Call ADUKOM. Log close with Hayati.,,Next Action Plan :,,
1003-51(L),,,2010-12-03 17:06:53,NIK,,,,,,Call user to update status. Speak with Hasrol. He informed that megat already check the LAN port and everything settle. Now problem with spooler at T1. please refer to log 1003-54(L). This log close at our site.,,Next Action Plan :,,
1003-51(L),,,2010-12-03 16:07:35,NIK,,,,,,"As per discuss with Zul, we not maintain it. We just use connection from server. Call Megat. Zul spoke with Megat and explain about this. Zul ask megat to check the router and switch. He will check it first.",,Next Action Plan :,,
1003-51(L),,,2010-12-03 16:05:48,NIK,,,,,,Call user spoke with En Jhalifah. He pass phone to Megat HTP. Megat informed that only one LAN port at process room can be use. All not function. I informed that we not maintance the LAN port. But he siad he received order from KL that we maintence the LAN port. Iwill check first.,,Next Action Plan :,,
1003-47(L),,,2010-12-03 17:22:25,NIK,,,,,,Call En Syamsul. Informed to him that Isyraf will be on site on  monday to change USB cable. He agree.,,Next Action Plan :,,
1003-47(L),,,2010-12-03 15:53:19,NIK,,,,,,Received call from En Syamsul. He informed that he try to take USB cable from IRIS machine and problem resolved. So now RTE8000 can be use without problem anymore. Log close. But Isyraf will be on site on Monday to replace USB cable.,,Next Action Plan :,,
1003-49(L),,,2010-12-03 16:01:37,NIK,,,,,,Call PIT Latifah. She already list down passport number that print empty. I informed him that thsi problem need further investigation and she understand. She allow us to close log since need further investigation.,,Next Action Plan :,,
1003-50(L),,,2010-12-03 16:40:30,SUZIE,,,,,,Status confirm with Hayati - HTP also already close this log. ,,Next Action Plan :,,
1003-50(L),,,2010-12-03 16:38:37,SUZIE,,,,,,"Confirmation form Arham - its confirm problem due to network, the same story explain by user. Noted.",,Next Action Plan :,,
1003-50(L),,,2010-12-03 15:49:36,SUZIE,,,,,,"Inform Arham our status. One printer at JPKR up as usual, but the other unit require dongle. He will check JPIN situation as explanation also he clear its due to network. It's better both vendor looks on the problem.",,Next Action Plan :,,
1003-50(L),,,2010-12-03 15:40:43,SUZIE,,,,,,"Received call from Rahman HTP - explain back to him but he keep emphasis its from reader not due to network. I explain back to him page by page for Jaminan Kualiti/Pengkodan Cip, 2810. OK, he will check.",,Next Action Plan :,,
1003-50(L),,,2010-12-03 15:29:55,SUZIE,,,,,,Call ADUKOM Irwan and explain him the process and which page failed. OK,,Next Action Plan :,,
1003-50(L),,,2010-12-03 15:24:50,SUZIE,,,,,,"Call Pn Fadhilah and ask her confirmation, she confirm first page - QA for maklumat muka utama LULUS, Maklumat cip also AKTIF. After she press ENTER from keyboard the next page from server (call all data) with compress image should appear but it doesn't. Inform to Pn Fadhilah it may due to network, we need to escarlate task as QA & BAC chip process succeed. ",,Next Action Plan :,,
1003-50(L),,,2010-12-03 15:21:01,SUZIE,,,,,,As per discuss with Suzanna - she explain on the process steps for QA. Clear.,,Next Action Plan :,,
1003-50(L),,,2010-12-03 15:10:50,SUZIE,,,,,,"Call Arham - he inform, currently JPKR facing problem with 2 toppan - one due to IRIS equip, the other one due to our dongle.",,Next Action Plan :,,
1003-50(L),,,2010-12-03 15:09:02,SUZIE,,,,,,"Call Pn Fadhilah Yusof mobile as I call general line - nobody pick up call. Pn Fadhilah mentioned, status MRZ ""gagal"". Only 1 unit RTE run as usual, this 2 unit no data appear for the 2nd page of process.",,Next Action Plan :,,
1003-50(L),,,2010-12-03 15:08:22,SUZIE,,,,,,Recieved call from ADUKOM Hayati - user report 2 mesin jaminan MRZ gagal.,,Next Action Plan :,,
1003-49(L),,,2010-12-03 12:32:15,NIK,,,,,,Call Pn Latifah. Ask her to separate the passport that problem. User noted. ,,Next Action Plan :,,
1003-49(L),,,2010-12-03 12:30:46,NIK,,,,,,Call faizal. Explain the situation to him. He ask to assign engineer to site to take E2000log.txt and take all passport number that face the problem. So that he can do some investigation regarding this problem.,,Next Action Plan :,,
1003-49(L),,,2010-12-03 12:25:16,NIK,,,,,,Informed problem to Suzanna but she not really sure. She ask to call ask Faizal.,,Next Action Plan :,,
1003-46(L),,,2010-12-03 14:33:02,NIK,,,,,,"Call En Syamsul, problem still happened but intermittent. Not all book. Since they can see the passport number, and not all passport as before, so allow to close log.",,Next Action Plan :,,
1003-47(L),,,2010-12-03 14:33:37,NIK,,,,,,"Call En Syamsul, informed him that engineer will be on site on sunday around 2 00pm. He noted.",,Next Action Plan :,,
1003-49(L),,,2010-12-03 12:23:18,NIK,,,,,,Call user spoke with pn latifah. She informed that today a lot of passport print out without data. because too many so thats why she log to ADUKOM. Passport out without data  and already encode. But data already disappear from spooler job list. I informed her that i will check first regarding this problem.,,Next Action Plan :,,
1003-48(L),,,2010-12-03 11:31:56,NIK,,,,,,Call ADUKOM. Speak with Irwan. Informed to him that problem with PC encode. He will esc to IRIS. Log close at our site.,,Next Action Plan :,,
1003-48(L),,,2010-12-03 11:27:27,NIK,,,,,,Call user spoke with Pn Noraida. She informed that PC encode facing blue screen problem. I informed that PC encode under IRIS. I will informed this to ADUKOM.,,Next Action Plan :,,
1003-48(L),,,2010-12-03 11:24:20,NIK,,,,,,Received call from Zana ADUKOM. User report to ADUKOM that PC that link with Toppan blue screen.,,Next Action Plan :,,
1003-46(L),,,2010-12-03 12:00:42,NIK,,,,,,Call user spoke but nobody pickup.,,Next Action Plan :,,
1003-47(L),,,2010-12-03 12:48:10,NIK,,,,,,Call En Syamsul many time but unreachable. Will call him back after friday prayer.,,Next Action Plan :,,
1003-47(L),,,2010-12-03 12:41:53,NIK,,,,,,Check with Isyraf. He can on site sunday evening. Will informed En symsul.,,Next Action Plan :,,
1003-47(L),,,2010-12-03 12:40:06,NIK,,,,,,call En Syamsul. He ask wether engineer can come on weekned. I need to varify with Isyraf first.,,Next Action Plan :,,
1003-47(L),,,2010-12-03 12:39:40,NIK,,,,,,"Call user, spoke with Hasanol but he dont know about this problem. All officer at process room back for lunch. ",,Next Action Plan :,,
1003-47(L),,,2010-12-03 12:00:15,NIK,,,,,,"Call user, nobody pickup.",,Next Action Plan :,,
1003-47(L),,,2010-12-03 11:40:15,NIK,,,,,,Call user spoke with Kak Zai. Informed her that engineer will be on site monday morning. She agree but she need to confirm with PIT syamsul. She ask to call around 12:00hrs.,,Next Action Plan :,,
1003-47(L),,,2010-12-03 11:28:42,NIK,,,,,,Assign Isyraf to go on site on monday because no available engineer at office today. all busy with tender and ICAO installation preparation. He will be back to Muar - his hometown this sunday. He will be on site monday morning. ,,Next Action Plan :,,
1003-47(L),,,2010-12-03 11:19:13,NIK,,,,,,"Call user spoke with kak Zai. She informed that no passport can be serahan for today because RTE8000 cannot QA at all. Since problem occur, kak zai already informed applicant to take passport on monday. ",,Next Action Plan :,,
1003-47(L),,,2010-12-03 11:06:14,NIK,,,,,,Received call from Anuar. He already follow as Faizal informed but still no help. Faizal advise to take RTE8000 that he take from WWNG to be replace at site.,,Next Action Plan :,,
1003-47(L),,,2010-12-03 10:32:16,NIK,,,,,,Received call from Anuar. He informed that he guide user already regarding this problem. But still not ok. He already at KL today. He will try to check with Suzanna and Faizal.,,Next Action Plan :,,
1003-45(L),,,2010-12-03 09:43:24,NIK,,,,,,"Call user spoke with Pn Latifah. She confirmed the status with IO sanusi, no problem happened anymore today. Allow us to close log for this moment.",,Next Action Plan :,,
1003-38(L),,,2010-12-03 09:17:20,NIK,,,,,,Received call from Dian. She informed that they already received test card yesterday evening. Log close.,,Next Action Plan :,,
1003-46(L),,,2010-12-03 09:13:46,NIK,,,,,,"Call user spoke with En Shamsul. She explain that before this popup but they cannot see the passport number. But after change CCD yesterday, popup still occur but they can see the passport number. Today they not start printing yet because still no application. Will update status in the afternoon.",,Next Action Plan :,,
1003-46(L),,,2010-12-03 09:03:05,NIK,,,,,,Call PI process room - fazilah provide by Sufian. But unavailable.,,Next Action Plan :,,
1003-45(L),,,2010-12-03 09:01:49,NIK,,,,,,"Call prosess room, nobody pickup.",,Next Action Plan :,,
1003-46(L),,,2010-12-03 08:58:53,NIK,,,,,,"Update status with naufal. Yesterday, after change CCD, just a few popup occur. Not as before - popup for every books.",,Next Action Plan :,,
1003-46(L),,,2010-11-03 17:50:22,NIK,,,,,,Received sms from naufal. He just arrived at site. Need to tets first.,,Next Action Plan :,,
1003-45(L),,,2010-11-03 17:49:05,NIK,,,,,,Received call from Sufian. He put a paper under CCD and look ok. Problem resolved but still not monitor. Tomorrow Sufian will be on site to do PM.,,Next Action Plan :,,
1003-46(L),,,2010-11-03 16:59:36,NIK,,,,,,Call Naufal. He still on the way to site from Muar - sent CCD at Muar too.,,Next Action Plan :,,
1003-45(L),,,2010-11-03 16:17:15,NIK,,,,,,"Call Sufian. He still not settle this problem since user also facing problem at T1. Since user can use this printer if they shake the CCD, so they still use this printer.",,Next Action Plan :,,
1003-44(L),,,2010-11-03 16:55:45,NIK,,,,,,Call ADUKOM. Log close with Mei.,,Next Action Plan :,,
1003-44(L),,,2010-11-03 16:54:05,NIK,,,,,,Call Kak Yati's mobile. She informed no problem anymore. Allow us to close log.,,Next Action Plan :,,
1003-44(L),,,2010-11-03 16:32:10,NIK,,,,,,Received email from Faizal. Monitor already replaced. Problem resolved.,,Next Action Plan :,,
1003-46(L),,,2010-11-03 11:01:25,NIK,,,,,,Naufal at office today. Assign him to sent CCD to site. ok. Test CCD S/N: 04030001 ok.,,Next Action Plan :,,
1003-46(L),,,2010-11-03 11:00:00,NIK,,,,,,"Received call from Faizal. He ask to snet one CCD to site since he already the CCD, adjust ID but still not ok. He check that the image really dark eventhough adjust it. ",,Next Action Plan :,,
1003-46(L),,,2010-11-03 10:30:08,NIK,,,,,,Received call from Anuar. He at site standby after ICAO Installation. He informed that from yesterday barcode keep popup. I ask him to refer this problem to Faizal.,,Next Action Plan :,,
1003-44(L),,,2010-11-03 14:50:31,NIK,,,,,,Faizal out from Office.,,Next Action Plan :,,
1003-45(L),,,2010-11-03 14:30:39,NIK,,,,,,Assign Sufian to go look on site.,,Next Action Plan :,,
1003-45(L),,,2010-11-03 14:27:55,NIK,,,,,,Call user spoke with Azrin. She cleaning but error still occur.,,Next Action Plan :,,
1003-45(L),,,2010-11-03 14:16:55,NIK,,,,,,"Resolution Notes As per discuss with fakhrul the time he go on site for log 1003-39(L), he just do cleaning and ok. But he also not sure why this problem happened again. Call user and ask user to do some cleaning. User will do first.",,Next Action Plan :,,
1003-45(L),,,2010-11-03 14:05:27,NIK,,,,,,Received call from Pn latifah. She informed that same problem occur again as log 1003-39(L). Pn Latifah informed that no male IO so that they dont know how to do. Ask to restart but after restart same error occur. Will check with engineer first.,,Next Action Plan :,,
1003-44(L),,,2010-11-03 14:25:23,NIK,,,,,,"Since have problem in WPIN(B) and no other available engineer, Sufian was assign to WPIN(B) and Faizal assign to replace monitor at MPIN.",,Next Action Plan :,,
1003-44(L),,,2010-11-03 13:36:04,SUZIE,,,,,,"Received call from Shuhada ADUKOM - inform the details - user report as monitor no display. Inform, user already report this to TARGET and Nik received the log. Noted.",,Next Action Plan :,,
1003-44(L),,,2010-11-03 13:40:31,NIK,,,,,,Assign Sufian to sent loan unit to the site today.,,Next Action Plan :,,
1003-44(L),,,2010-11-03 13:36:41,NIK,,,,,,Suzie received log from ADUKOM.,,Next Action Plan :,,
1003-44(L),,,2010-11-03 13:31:32,NIK,,,,,,Call Kak Ytai's mobile since nobody pickup when call direct line. Kak Yati explained that the faulty monitor originally at Jarfalla PC but since user only use 1 PC imbasan so they take faulty monitor to be replace at PC imbasan. ,,Next Action Plan :,,
1003-44(L),,,2010-11-03 13:16:12,NIK,,,,,,Informed problem to software team. Suen prepare one monitor loan unit. IBM Thinkvision S/N:V271507.,,Next Action Plan :,,
1003-44(L),,,2010-11-03 13:15:37,NIK,,,,,,Received call from BTMR Zuinah. She informed that problem monitor at PC imbasan at T1 no display. She already change other monitor at the CPU and it work well. Confirmed problem with monitor.,,Next Action Plan :,,
1003-42(L),,,2010-11-03 13:44:03,NIK,,,,,,Call ADUKOM. Log close with Shuhada.,,Next Action Plan :,,
1003-42(L),,,2010-11-03 12:27:17,NIK,,,,,,call En Anuar mobile. Confirmed no problem anymore. Many passport printed without problem. Log allow to close.,,Next Action Plan :,,
1003-42(L),,,2010-11-03 11:15:27,NIK,,,,,,"Call En Anuar. He informed that after separate the CCD a bit from the printer, he able to print without stuck anymore. As per mentioned by Naufal for ICAO site, they need to print semula for the pass 3 passport that out empty.",,Next Action Plan :,,
1003-42(L),,,2010-11-03 11:05:49,NIK,,,,,,"As mentioned by Naufal, passport stuck maybe because of CCD to close with printer. Ask user to separate the CCD from toppan a little bit and try print. User will do first and i will call back later.",,Next Action Plan :,,
1003-42(L),,,2010-11-03 10:51:05,NIK,,,,,,"Call user. Spoke with En Anuar. He informed that today 3 passport print out empty. Its happend because suddently passport stuck inside printer. After restart passport out empty. Data left at film and when check at UN9000, already print. Ask him the real error biut he not sure. Will check first with engineer and will call back user.",,Next Action Plan :,,
1003-38(L),,,2010-11-03 10:33:57,NIK,,,,,,Call user spoke with Dian. She informed that she not received item yet. She will informed us if she receive it.,,Next Action Plan :,,
1003-35(L),,,2010-11-03 10:19:06,NIK,,,,,,Call user. SPoke with PIT Hang Tuah. Rosdi at site. Confirmed that no problem occur anymore. Allow us to close log.,,Next Action Plan :,,
1003-35(L),,,2010-11-03 09:14:27,NIK,,,,,,Call user spoke with PIT hang Tuah. User still not use this printer yet this morning. They will use it and will update status of printer later.,,Next Action Plan :,,
1003-35(L),,,2010-10-03 17:22:26,NIK,,,,,,"Received sms from Rosdi. Problem Turn Error 20011 and blur on top area. 
Action taken:
Changed S12 since cover already opened and maximum reposition (1.90V). Adjusted peel bar at thermal head and success. Test printok. but cant try with real passport because no more application. Rosdi will continue monitor tomorrow morning. Status resolved.",,Next Action Plan :,,
1003-41(L),,,2010-10-03 17:32:21,NIK,,,,,,Received sms from Din. No problem anymore. Log able to close as agree by kak Yati.,,Next Action Plan :,,
1003-39(L),,,2010-10-03 13:51:02,SUZIE,,,,,,Received call from Fakhrul - printer running as usual but he need time to monitor.,,Next Action Plan :,,
1003-41(L),,,2010-10-03 16:21:00,SUZIE,,,,,,Din sms around 16:18 mentioned - did reconnect LCD cable and currently LCD work as usual. Status change to resolved.,,Next Action Plan :,,
1003-35(L),,,2010-10-03 16:00:32,SUZIE,,,2010-10-03 16:00:00,,,"SMS update from Rosdi:
Just arrived at JIM Kuching.",,Next Action Plan :,,
1003-39(L),,,2010-10-03 15:50:20,NIK,,,,,,"Call user. Spoke with Pn Latifah. She reconfirmed with her IO, no problem occur anymore. Allow us to close log.",,Next Action Plan :,,
1003-39(L),,,2010-10-03 15:30:31,NIK,,,,,,Fakhrul back from site. Problem resolved. Found that screw at PI unit loose cause the problem. ,,Next Action Plan :,,
1003-41(L),,,2010-10-03 15:31:33,NIK,,,,,,Din replay SMS informed that will arrived around 16:00hrs. He will call kak yati if late.,,Next Action Plan :,,
1003-41(L),,,2010-10-03 15:28:55,NIK,,,,,,SMS din. Ask his estimate time of arrival at site. And provide him kak yati's mobile no.,,Next Action Plan :,,
1003-41(L),,,2010-10-03 15:26:40,NIK,,,,,,Call kak yati to informed that out engineer will drop by because they from JPIN. user will wait but user ask to be fast since they will back at 17:00hrs.,,Next Action Plan :,,
1003-41(L),,,2010-10-03 15:21:03,NIK,,,,,,Call Din. At Tangkak area. Not pass melaka yet. He will drop by at site.,,Next Action Plan :,,
1003-41(L),,,2010-10-03 15:20:32,NIK,,,,,,"As mentioned by Suzie, maybe have problem with connection cable. Suzie advise to check with Din / Azlan because he on their way back from ICAO installation at JPIN. Ask them to drop by at MPIN if still not pass melaka yet.",,Next Action Plan :,,
1003-41(L),,,2010-10-03 15:16:01,NIK,,,,,,"Received call from kak Yati. She informed that LCD no display. At first it start to blur and now, no display at all. Printer still can use. User already restart printer many time but still not ok. ",,Next Action Plan :,,
1003-36(L),,,2010-10-03 14:03:03,NIK,,,,,,Received call from Pn Marsillah. She already received packet. She will sent back DO via fax. Log close.,,Next Action Plan :,,
1003-39(L),,,2010-10-03 12:02:49,NIK,,,,,,Call Fakhrul on site. Still monitoring production since problem happened intermittent.,,Next Action Plan :,,
1003-39(L),,,2010-10-03 10:10:44,SUZIE,,,2010-10-03 09:30:00,,,Call Fakhrul - arrived at site around 09:30hrs. He found CCD condition dirty and full with dust. Clean help - currently monitoring.,,Next Action Plan :,,
1003-40(L),,,2010-10-03 10:04:07,SUZIE,,,,,,Status confirm with Lily - succeed. Status of log allow to be close.,,Next Action Plan :,,
1003-31(L),,,2010-10-03 09:53:53,SUZIE,,,,,,Call ADUKOM - log close with Shuhada.,,Next Action Plan :,,
1003-31(L),,,2010-10-03 09:48:54,SUZIE,,,,,,Call QLIM - status confirm with Cik Dayang. She agreed to close log even currently whole Limbang area is blackout - as before blackout all printing continue as well. Status close.,,Next Action Plan :,,
1003-31(L),,,2010-10-03 09:12:25,SUZIE,,,,,,"Received sms from Rosdi:
Monitoring since 08:00hrs to 9:00hrs, 40 passport for PMA and PTB succeed. ",,Next Action Plan :,,
1003-35(L),,,2010-10-03 15:25:43,SUZIE,,,,,,Received sms from Rosdi. He just arrived at Kuching Airport.,,Next Action Plan :,,
1003-40(L),,,2010-10-03 08:43:47,SUZIE,,,,,,"Call Lily mobile - advice her to look at icon red/blue, the setting was adjust to red. Advice Lily to remove to blue and attach to prokap back. Wait for her to perform imbasan process, sent to spooler - succeed. Inform Lily, please use it continuesly and i will call back later  around 10:00hrs. Noted.",,Next Action Plan :,,
1003-40(L),,,2010-10-03 08:39:01,SUZIE,,,,,,"Call QBIN process room direct line. From Lily explanation, the actual error is NONE - ok, its clear how to solve it. Advice Lily to remove canon camera from prokap screw first - ask her mobile number as general line quite far; 013 832 8266.",,Next Action Plan :,,
1003-25(L),,,2010-08-03 10:54:36,SUZIE,,,,,,In Naufal sms: Setting for this printer wad not set up for ICAO setting especially ID41 and ID162.,,Next Action Plan :,,
1003-39(L),,,2010-10-03 08:47:29,SUZIE,,,,,,"Call Abu mobile - inform Fakhrul situation. Abu understand, do advice Abu not to run this printer for a while. OK",,Next Action Plan :,,
1003-39(L),,,2010-10-03 08:42:47,SUZIE,,,,,,"Call Fakhrul mobile - still at cheras, traffic conjunction. Inform him on user request.",,Next Action Plan :,,
1003-39(L),,,2010-10-03 08:36:05,SUZIE,,,,,,"Received call from Pn Latifah and pass to Abu - Abu explain most of passport after encode stop inside CCD due to error. The problem is, most of passport in status encode and they do not know how to use the passport again. As i known, job already assign to engineer - inform Abu i will check with engineer status first. OK",,Next Action Plan :,,
1003-31(L),,,2010-09-03 17:35:17,NIK,,,,,,"Received call from Rosdi. She informed that he do some adjustment at peel bar and do shim thickness many time. Problem resolved around 16:30hrs. But when do tets print, pronlem remain. When use real passport, no problem occur. He suspect need to change platen roller or thermal head but he did not bring it. The unit still can be use actually but need to do some adjustment and he dont have enough time. He promise with user to monitor tomorrow until 10:00hrs before his flight to Kuching for log 1003-35(L). Need to update starus with user first tomorrow before log can be close.",,Next Action Plan :,,
1003-40(L),,,2010-09-03 17:11:38,NIK,,,,,,Call user but nobody pickup. Maybe back already. Will follow up with user tomorrow morning.,,Next Action Plan :,,
1003-40(L),,,2010-09-03 16:58:35,NIK,,,,,,"Received call from Sufian. he received call from user, Razlan informed that suddenly camera not detect and they unable to imbas image. When check in My computer, no camera detected. Sufian guide user to scan in device manager but still cannot detect. Restart PC also not help. Cable still connected but Sufian not guide user to unplug and plug back the USB cable. Since user alreday want to go back, he ask to call back tomorrow. They will see performance of the printer tomorrow.",,Next Action Plan :,,
1003-31(L),,,2010-09-03 16:54:16,NIK,,,,,,Call Rosdi. He still try to resolved the problem. Now can print but still a bit blur. He will try to do to make sure not blur anymore.,,Next Action Plan :,,
1003-39(L),,,2010-09-03 17:00:05,NIK,,,,,,Informed problem to Fakhrul. He will be on site tomorrow morning.,,Next Action Plan :,,
1003-39(L),,,2010-09-03 16:49:27,NIK,,,,,,"Call Abu. He informed that after clean still happened. But when user shake the CCD, passport can pass to printer. Maybe need to add washer under CCD. User ask to sent engineer tomorrow early in the morning.",,Next Action Plan :,,
1003-39(L),,,2010-09-03 16:18:32,NIK,,,,,,Call user spoke with shahirudin. He said allignment not help. Ask user to clean conveyor belt inside CCD first. User will call back if problem remain.,,Next Action Plan :,,
1003-39(L),,,2010-09-03 16:02:09,NIK,,,,,,Call Abu back. He informed that passport stuck between CCD and printer. Error appear. User restart but still not ok. Ask user to do allignment first.,,Next Action Plan :,,
1003-39(L),,,2010-09-03 16:01:39,NIK,,,,,,Received miscall from Abu.,,Next Action Plan :,,
1003-38(L),,,2010-09-03 13:42:13,NIK,,,,,,Prepare 70 test card to be sent to the site via nationwide.,,Next Action Plan :,,
1003-38(L),,,2010-09-03 13:40:57,NIK,,,,,,Received call from Dian. She informed that they need test card because they always use test card every morning before start printing. Noted. Will sent tets card to the site today.,,Next Action Plan :,,
1003-31(L),,,2010-09-03 15:34:41,NIK,,,,,,Received update from Rosdi. Printer not ok yet.,,Next Action Plan :,,
1003-35(L),,,2010-09-03 15:05:38,NIK,,,,,,Received email from travel agent. Flight arrangement. Limbang-Miri 10/03/2010 MH3475 Depart:11:15hrs Arrive:11:45hrs. Miri-kuching 10/03/2010 MH2805 Depart:14:20hrs Arrive:15:20hrs. Info sms to Rosdi.,,Next Action Plan :,,
1003-37(L),,,2010-09-03 14:27:11,NIK,,,,,,"Call Liza's mobile. She informed that after change Jura Dongle, no problem anymore. They already can do production without problem. Allow us to close log.",,Next Action Plan :,,
1003-34(L),,,2010-09-03 14:26:30,NIK,,,,,,"Call user spoke with Lina. She informed that after Suzie advise to use new film, no problem occur anymore. Now they using new film. Fakhrul already teach user to do transfer mark. Allow us to close log.",,Next Action Plan :,,
1003-31(L),,,2010-09-03 13:56:18,NIK,,,,,,Call Rosdi on site. Problem not settle yet. Will update status later.,,Next Action Plan :,,
1003-37(L),,,2010-09-03 12:57:59,NIK,,,,,,Call Fakhrul. He informed that he arrive on site around 12:15hrs. He already change jura dongle. Printer running as usual now. Status resolved. I will call user to reconfirmed the status before log can be closed.,,Next Action Plan :,,
1003-34(L),,,2010-09-03 12:57:27,NIK,,,,,,"Call fakhrul. He arrived on site around 10:00hrs and problem settle around 11:00hrs. Now user use new film. For the old film that cut, fakhrul teach user to do transfer mark with Marker pen. User will try to use old film later after new film finish.",,Next Action Plan :,,
1003-22(L),,,2010-09-03 09:16:27,NIK,,,,,,Call ADUKOM. Log close with Zana.,,Next Action Plan :,,
1003-33(L),,,2010-09-03 09:16:57,NIK,,,,,,Call ADUKOM. Log close with Zana.,,Next Action Plan :,,
1003-36(L),,,2010-09-03 11:14:22,NIK,,,,,,Prepare 10 cleaning kits and 2 sand paper to be sent via nationwide.,,Next Action Plan :,,
1003-35(L),,,2010-09-03 11:40:59,NIK,,,,,,Ask kak mira to arrange flight. Detail she will email as usual.,,Next Action Plan :,,
1003-35(L),,,2010-09-03 11:32:21,NIK,,,,,,Call Rosdi. Assign him to go on site from Limbang. Kak mira will arrange flight. He agree.,,Next Action Plan :,,
1003-35(L),,,2010-09-03 11:35:10,NIK,,,,,,Call Pn Marsilla. She informed that error still occur in maintenance mode. Informed her that engineer will be on site tomorrow from Limbang. She agree.,,Next Action Plan :,,
1003-37(L),,,2010-09-03 11:23:42,NIK,,,,,,Call Liza not pickup.,,Next Action Plan :,,
1003-35(L),,,2010-09-03 11:14:22,NIK,,,,,,Call Pn Marsilla. Guide her to enter into maintenance mode.Maintenance mode complete. She will try do production. She ask to call back later after 30 minutes.,,Next Action Plan :,,
1003-35(L),,,2010-09-03 11:11:51,NIK,,,,,,Suzie received call from Sufian. Sufian ask to guide user enetr to maintenance mode.,,Next Action Plan :,,
1003-31(L),,,2010-09-03 11:03:56,NIK,,,,,,Rosdi just arrived at airport limbang.,,Next Action Plan :,,
1003-37(L),,,2010-09-03 10:50:55,NIK,,,,,,Pass Jura to Hafiz to be sent to Fakhrul now at WPUT for log 1003-34(L). Already call Fakhrul.,,Next Action Plan :,,
1003-37(L),,,2010-09-03 10:08:58,NIK,,,,,,Call Faizal. He ask to take the Jura inside his drower. Jura taken key : 1867. He ask to email they key number to him.,,Next Action Plan :,,
1003-37(L),,,2010-09-03 10:05:37,NIK,,,,,,Received call from Liza. She informed that Error appear JURA KEY EXPIRED and they unable to print passport at this printer. Will check with faizal.,,Next Action Plan :,,
1003-36(L),,,2010-09-03 09:27:52,NIK,,,,,,Received call from Pn Marsilla. She informed that they just left 1 packet of cleaning kits and sand paper finish already.,,Next Action Plan :,,
1003-35(L),,,2010-09-03 10:22:11,NIK,,,,,,"Call Pn Marsilla. She informed that after do allignment,  3passport can print but problem repeated. She do allignment again, same happened. She ask to wait until afternoon to check the status back.",,Next Action Plan :,,
1003-35(L),,,2010-09-03 09:47:30,NIK,,,,,,Call PN marsilla. She informed that warm up take time. She restart again. She ask to call back after 30 minutes.,,Next Action Plan :,,
1003-35(L),,,2010-09-03 09:32:56,NIK,,,,,,"Call User spoke with Pn Marsilla. Guide user to check turn table by open and close it back, and do allignment. User do it and waiting for printer warm up and its take time. user ask to call back later.",,Next Action Plan :,,
1003-35(L),,,2010-09-03 09:27:37,NIK,,,,,,Received call from Pn Marsilla. She informed that error TURN ERROR occur. After restart printer still error occur. I will check first and will call back user.,,Next Action Plan :,,
1003-34(L),,,2010-09-03 10:12:27,SUZIE,,,,,,"Received call from user, Ina. She claim problem remain - ask if the steps I guide done or not, they not perform yet. Advice, if they refuse to do as advice, change with new film and leave it the cut film to engineer.",,Next Action Plan :,,
1003-34(L),,,2010-09-03 09:54:59,SUZIE,,,,,,"Received call from user, Zul. As per Zul explanation, found user don't know the right step to patch the cut film. Symptom, printer jammed but no error notes by user. Advice Zul necessary steps, if problem remain advice to change with new film. Status will check later.",,Next Action Plan :,,
